,fid,Label,State2017,State2022,FloorArea,Subway,SubwayDistance,RoadsDistance,Roads,Crosswalks,BusStations,BusStationDistance,PublicSpaces,LandValueGrowthRate(1y),LandValueGrowthRate(5y),TotalPopulations,10s,20s,30s,40s,50s,ShortForeigners,ShortChinese,LongForeigners,LongChinese,WorkingPopulations,FranchiseF&Bs,F&Bs,F&BDiversity,ServiceDiversity,Accommodations,RetailDiversity,AverageArea,OpeningRate,ClosingRate,BuildingAge,ResidentialArea,LivingFacilityArea,HousingUnitAreaPrice,AdjacentPopulations,RentGap(%),InflowIDX,NearestIC,GreenSpace,CV
10,877,0,Under,Under,10508.0163636364,0,962.898525363572,347.595164579811,1,1,0,318.172970679106,0,-7.54595106967473,13.822873779130624,516.096580524954,6.894198210649163,14.976583430147032,17.721428237413114,15.300339648260591,14.0474410922861,12.5455731359035,31.977732483311147,13.8960989535152,70.45753681314156,554.016029143898,0.0,0,0,0,0,0,0.0,1.0,1.0,16.5555555555556,0.0,0.285714285714286,4976299.717333333,948.501823667484,1.7354814803854048,8.823529411764591,3557.05337705514,0.0,7
11,945,0,Under,Under,332.8775,0,655.877440797072,860.119062939352,4,1,0,462.15751895829,0,83.7966452327022,103.29252809246844,1195.28595669334,7.21981049106033,13.845436771825508,17.221045576917547,15.517870516206283,15.49107504817627,95.1628234108923,47.891111813155234,29.9811698590213,59.94447228699326,193.313295926543,0.0,0,0,0,0,0,0.0,0.0,0.0,30.3333333333333,0.25,0.25,2019644.7303333331,2879.90180093261,-79.47043113035342,-16.991200442580066,491.909364744918,101566.961,0
12,946,0,Under,Under,2964.01473012048,0,269.283544724222,2192.68970240416,17,18,4,71.426563191302,5,238.260004289204,240.4380778983597,2303.92144074609,7.502322736646954,12.824784892544624,17.158378383617716,15.217293710695287,15.37194039140942,102.984166197261,47.13533538377051,45.4388901885945,58.29485351219388,421.517679057117,10.0,40,7,11,0,9,41.0,8.0,1.2142857142857142,20.4578313253012,0.671052631578947,0.171052631578947,2750512.973,6379.10919837204,102.96622458119526,44.46665633716088,668.75077871769,27870.318,21
13,947,0,Under,Under,2806.97126804124,1,187.294367081089,2219.15636251747,19,19,6,96.4223875727355,2,18.8433635966355,30.646282006668446,2639.90998418823,7.502322736646932,12.824784892544614,17.158378383617713,15.21729371069527,15.3719403914094,118.002690434361,47.13533538377072,52.0653950077646,58.29485351219392,482.989007252946,5.0,20,5,14,0,14,78.0,4.384615384615385,1.0769230769230769,19.84375,0.804878048780488,0.0853658536585366,3059520.5,9599.67266977538,25.5374431563125,10.00000000000001,986.259505220437,1205.543,54
14,948,0,Under,Under,865.363162989324,0,563.801272396511,4168.06256203559,39,10,6,91.3101994447222,0,16.1492243918791,23.373671449866023,2687.90834753711,7.502322736646915,12.82478489254462,17.158378383617695,15.21729371069524,15.371940391409405,120.148193896804,47.13533538377071,53.0120385533603,58.29485351219383,491.770625566636,0.0,69,10,20,1,15,63.0,3.29126213592233,1.0679611650485437,23.8892857142857,0.646616541353383,0.327067669172932,2714760.558,10837.7299218711,10.61078719336554,-0.794414811434854,1348.48635362161,4338.62,137
15,949,0,Under,Under,562.641506068602,0,270.272848235238,4847.5179168064,66,12,5,123.981020531373,0,153.67739659972,34.45071691593923,2687.90834753711,7.502322736646915,12.82478489254462,17.158378383617695,15.21729371069524,15.371940391409405,120.148193896804,47.13533538377071,53.0120385533603,58.29485351219383,491.770625566636,1.96078431372549,51,7,13,0,15,65.0,3.0821917808219177,1.1506849315068493,25.7946666666667,0.781869688385269,0.195467422096317,2756267.842,9225.57479751864,46.69425945908446,16.54160988473321,1727.52728105413,0.0,104
16,950,0,Under,Under,273.341898058252,0,337.259576552769,5628.96897621529,85,5,2,169.673424582634,2,68.7912506340808,34.487549482531605,2299.4119130035,7.465433047165903,12.95531601977986,17.192533780055278,15.222331394127652,15.291594400130204,99.9383512520679,46.62107019503778,46.3546619716763,59.28028663073062,544.90688604683,0.0,23,5,14,0,13,59.0,2.4025974025974026,1.0389610389610389,30.3642276422764,0.891341256366723,0.101867572156197,3107312.413,5307.81130129966,58.40191043583074,73.2851288394876,2114.35876668332,258.626,104
17,951,3,Local,Under,387.428183391003,1,195.302299589361,3908.2729987918,50,7,2,76.347152765194,2,151.094028446365,30.72304394816693,753.222036441825,6.894198210649152,14.97658343014698,17.721428237413157,15.300339648260538,14.047441092286086,18.3097553875348,31.977732483311268,20.2807930672924,70.45753681314154,808.563934426229,0.0,22,4,7,2,9,212.0,8.625,1.125,30.0777385159011,0.823529411764706,0.154411764705882,2992565.194,4142.33572886039,70.76215654175842,-27.26595952191967,2505.37480394979,0.0,10
18,952,0,Under,Under,302.091586901763,0,397.308112340474,4264.67289182669,39,0,0,234.803144951809,0,148.203977100079,34.533826396609655,739.273480211421,6.894198210649153,14.976583430147036,17.721428237413058,15.300339648260596,14.04744109228614,17.9706858433212,31.97773248331125,19.9052228253055,70.45753681314166,793.590528233151,0.0,12,4,6,0,11,30.0,5.933333333333334,1.1333333333333333,23.6977329974811,0.877333333333333,0.101333333333333,2695825.022,3432.34096290318,52.06444827907947,-13.846148945981014,2898.88258623615,1608.569,61
19,953,0,Under,Under,498.218356223176,0,773.169830923202,3332.95142199048,24,3,4,179.922005053745,1,-5.97462103615537,2.740767801298442,767.170592672229,6.894198210649152,14.976583430147056,17.721428237413125,15.300339648260618,14.047441092286164,18.6488249317484,31.97773248331127,20.6563633092793,70.45753681314191,823.537340619307,0.0,17,4,3,0,11,52.0,1.48,1.0,21.6969696969697,0.869955156950673,0.0672645739910314,3073174.974,4202.10177889118,-0.9831495176787456,-26.9726786222999,3293.98922521108,2151.554,132
20,954,0,Under,Under,12299.7464705882,0,1165.31392428921,545.067702626066,3,3,2,27.9008858279692,0,-16.8386063145055,-7.075676166533894,1046.40137484062,10.749495562291816,12.885543553349494,15.71874654179717,16.40076934362147,14.031811386043229,15.8352408281964,30.690097135748758,19.0560081871589,63.87395551409828,621.67519793219,0.0,0,0,0,0,0,0.0,0.0,0.0,20.2142857142857,0.0,0.0,5081981.158666667,3589.57025127161,-25.294731248980845,16.604640844672907,3365.68699020731,0.0,0
21,955,0,Under,Under,18172.03,0,1561.52124551013,675.04976088084,3,0,0,314.124670866135,0,-17.7321384495132,-15.47826922344181,725.584581541321,12.454113004605674,11.960991509382287,14.833262015345726,16.887323682148146,14.024900720678254,8.03664131128342,29.44060098300111,10.4178926214603,58.41510331013504,277.286855491389,0.0,1,1,0,0,0,33.0,1.0909090909090908,1.0,26.5,0.0,0.0,4987059.266666667,3205.71355097797,-17.18113529969509,-32.09768402545198,3036.09041236742,0.0,13
22,1021,0,Under,Under,255.1,0,637.167533777916,1352.50681960362,5,2,0,217.735642590207,0,-41.7375367404955,-35.735118138077006,575.980360186524,7.502322736646917,12.824784892544583,17.158378383617684,15.21729371069524,15.371940391409396,25.7460415493151,47.135335383770986,11.3597225471486,58.294853512194,105.379419764279,0.0,1,1,0,0,0,172.0,2.0,1.0,15.0,0.0,0.5,2783822.9729999998,5467.14029474338,-85.38895964149769,-68.3940600130387,293.224859953211,117671.32,1
23,1022,0,Under,Under,991.346103125,0,456.546104322844,3081.12908828419,23,16,2,172.878827356145,1,142.731331676908,169.74947252369537,1967.93289730395,7.502322736646933,12.824784892544638,17.158378383617727,15.217293710695312,15.371940391409442,87.96564196016,47.13533538377076,38.8123853694245,58.29485351219392,360.046350861287,0.0,11,3,3,0,7,61.0,5.75,1.0,20.09375,0.783333333333333,0.133333333333333,2280891.74,8159.72176930907,-35.50379045941583,-3.5294117647060244,671.824010317726,32215.028,21
24,1023,0,Under,Under,3879.96130952381,0,575.424653952128,2406.59077750341,16,19,10,123.603873155448,0,71.8157576508549,87.439768011477,2639.90998418823,7.502322736646932,12.824784892544614,17.158378383617713,15.21729371069527,15.3719403914094,118.002690434361,47.13533538377072,52.0653950077646,58.29485351219392,482.989007252946,4.166666666666667,24,5,11,0,11,93.0,3.607142857142857,1.1785714285714286,21.2771084337349,0.625,0.333333333333333,3575201.483,10165.7528349868,37.28277075207885,3.874647634659126,1066.27471820967,2187.796,61
25,1024,0,Under,Under,1212.40877664234,0,369.714994673437,3325.29147294023,27,31,1,169.649846938359,12,-26.697624248689,-38.99705663438771,2870.00160595752,7.990488907877926,13.197611517569316,17.192707269946226,15.49018309482121,15.161365619362885,91.9983055262917,43.21006291807912,56.8176798610598,59.61718682399288,800.761913138991,0.0,14,5,4,0,6,72.0,1.5285714285714285,1.0,20.0666666666667,0.69672131147541,0.237704918032787,2715090.774,9383.97961028296,-35.781428655410906,22.336225147487475,1463.81817177662,6584.971,126
26,1025,0,Under,Under,535.6375,1,131.423264930326,2501.02117780223,17,22,6,58.3907264474718,2,128.298351402265,-86.51038967782905,1368.25293102051,8.298736879537802,13.433029409503224,17.214383924748876,15.662496548930951,15.028400145326836,32.9351753075875,38.60737474121677,27.1519449601013,60.44703563734451,464.745691683908,4.545454545454546,44,6,11,0,14,110.0,2.9027777777777777,1.0,28.5897435897436,0.742857142857143,0.114285714285714,3652078.25,8355.74985279835,-81.55231509299541,-34.50005301141076,1862.47499226007,244.715,127
27,1028,0,Under,Under,416.029563318777,0,767.226518976247,3550.94665723944,30,25,1,141.468355115148,1,-5.51257982063703,-49.79950714747698,1306.72598444387,8.141494392281354,14.150745232110811,17.39732803787481,15.71005288429022,14.588076330123004,21.6522270095665,27.042514271586928,28.952616763751,65.04637409210058,826.131694339358,0.0,26,5,7,0,12,58.0,6.666666666666667,1.1666666666666667,16.0131004366812,0.881818181818182,0.0863636363636364,3135763.75,3221.36736162417,-30.922410007194426,62.25730725539295,3060.7722906813,1909.37,35
28,1029,3,Local,Under,2548.68822580645,0,1090.26980351501,1779.45964684893,10,22,3,61.5745436731491,0,-20.3311388498653,-12.050367574997413,1109.70093939527,12.82561334217382,11.759496799832142,14.640281589167722,16.993362196433566,14.023394626435536,11.3099924570638,29.036269817705016,15.0011619381365,56.812417822619146,372.819920775377,0.0,15,3,1,0,9,189.0,1.7611940298507462,1.0,14.9677419354839,0.741379310344828,0.120689655172414,3014160.0,4107.41208961951,53.30350126952858,8.068137813566056,3460.5327389839,548.783,87
29,1030,0,Under,Under,8927.27285714286,0,1393.56332065578,1464.59993308141,7,12,5,119.19402043888,0,-32.1197421274548,-28.613809158957025,987.114137662787,13.77731576718121,11.243311525384405,14.145908042228836,17.26500962440139,14.01953634314978,7.82475093751131,27.58895646184368,11.220530865838,51.62637538736435,214.825757575758,0.0,3,2,1,4,0,1715.0,1.4375,1.0,13.8571428571429,0.0,0.466666666666667,3624715.2836666666,4053.88493425177,0.8052679898353556,-2.600675285818945,3016.19863091283,0.0,27
30,1031,0,Under,Under,1821.70466666667,0,1756.90407205545,821.725507918856,3,3,3,54.1784548895223,0,5.7252130857143,14.21897511231251,1172.19803847456,13.777315767181175,11.243311525384394,14.1459080422288,17.265009624401383,14.0195363431498,9.29189173829469,27.58895646184365,13.3243804031827,51.626375387364114,255.105587121212,0.0,5,4,3,2,2,7385.0,2.1,1.1,10.5333333333333,0.0,0.230769230769231,2643831.326,1712.69871920411,12.09761169737432,36.88315701190938,2673.49271294098,0.0,11
31,1045,0,Under,Under,941.802692307692,0,517.62819078512,2258.74230141002,23,0,0,381.594092286114,0,45.6123426343068,55.55543993146992,1957.99534659797,11.006266459120216,11.922719945443411,15.424048543373855,14.755865761772926,14.55945625698529,4.87342670994087,34.06990527304545,53.2783120488595,82.08414450813551,355.959782608695,0.0,4,2,2,0,6,61.0,4.0,1.0,19.25,0.7,0.0571428571428571,1989768.838,0.0,-59.90686399030511,0.0,2716.05119556533,464.583,19
32,1098,0,Under,Under,2871.69666666667,0,837.864643960824,240.772417286546,2,1,0,212.79138080224,0,14.4220589803286,25.90201626738952,1789.73885503027,7.67628203200189,12.957642638126035,17.170611572289882,15.314538558392714,15.296901519149262,71.9361509933617,46.01978311018133,35.3455961745328,58.76721731363485,388.705931337223,0.0,0,0,0,0,0,0.0,0.0,0.0,18.3333333333333,0.8,0.0,3567393.5,8299.51333399245,-15.384940973697454,-56.87123369752277,500.214363224067,1993.448,0
33,1099,0,Under,Under,6283.085,0,815.219403267846,326.428214717348,2,5,0,232.78310982124,0,69.2199898328414,86.14198881612579,2589.21070700269,8.524412027646529,13.605384047697743,17.230253882486995,15.788651034450952,14.931053185069976,47.1898728210849,32.68069666638158,51.4703149918544,61.05209001822013,994.434799865944,0.0,0,0,0,0,0,0.0,0.0,0.0,23.125,0.2,0.0,4036711.0,15109.8791018596,-34.06767285449618,-31.456481165781856,880.735577079226,1773.198,0
34,1100,3,Local,Under,2598.67717184466,0,721.497496966661,2956.83426996409,17,27,2,93.1765320121729,1,254.729286900454,109.1559248896475,3676.07358791334,8.264569553475383,13.40693483431,17.2119812055076,15.643396699093136,15.043138521971974,91.7399621675374,39.26268300763044,72.9296872615036,60.35524657297879,1223.91423878932,0.0,26,4,9,0,9,78.0,3.9565217391304346,1.0869565217391304,21.7058823529412,0.530612244897959,0.387755102040816,3516291.333,11049.8186071553,230.75377014689215,33.07272159319979,1273.34349646747,8222.096,32
35,1101,0,Under,Under,2060.73463768116,0,490.945677911445,1523.69451119724,16,7,7,52.0903543353015,8,68.3916544285313,-44.67303545512922,3004.09650102906,8.435074194482668,13.5371541604413,17.223971455517923,15.738710363204216,14.969589845253036,61.7029136933365,35.4302668883865,59.6766776231636,60.81281911523349,1100.97158239766,0.0,5,3,3,0,6,60.0,1.1226415094339623,1.0,19.3478260869565,0.841269841269841,0.142857142857143,4318353.417,6213.98586657546,77.84043250722456,45.03234633286784,1669.5328445151,0.0,672
36,1105,0,Under,Under,14552.3842857143,0,701.324493578762,372.415529282904,4,6,2,18.9862438244833,4,25.0923340173076,15.676040677455784,1454.63675961926,13.646584761894648,11.315444567970316,14.217420160840458,17.232736132802387,14.014019244525963,11.7024337400878,27.645291938033804,16.8378013436586,52.58857094736999,325.342543691699,0.0,4,2,0,0,5,70.0,1.6545454545454543,1.0,12.8571428571429,0.0,0.0,4612624.333333333,5294.82482345573,67.19310184123442,9.89120948253566,3263.94891359487,0.0,80
37,1106,0,Under,Under,4610.63413793103,0,1075.27104683769,612.550321412401,3,8,3,130.478661075964,1,2.18307863627066,10.942876027127374,1825.80212395209,12.591206294980871,11.909119334244934,14.828056813748296,17.018836373196088,13.913535850389886,13.1660577059192,26.14104571224611,22.7301019376492,60.86360533405237,324.485664362201,0.0,2,2,4,0,3,103.0,1.8235294117647056,1.0,9.3448275862069,0.75,0.125,5186152.615,8235.8110445387,21.64615777194253,-11.323748732054328,3049.14604547186,0.0,42
38,1107,0,Under,Under,1311.0333988764,0,1463.14305537699,1942.13166980158,13,9,8,18.1934069348384,0,25.291640836752,38.81857728619103,2155.9869224703,12.729184285647056,11.831667104253087,14.74870366883579,17.04747326663068,13.92586669787358,15.7265770970932,26.324083980862238,26.5692358152531,59.872454185893794,393.175824588094,0.0,5,2,2,2,6,528.0,3.0,1.0,17.3483146067416,0.55421686746988,0.240963855421687,2680472.735,5716.13146698493,11.995951156961704,50.870352434879386,2680.91132462058,1688.049,16
39,1121,0,Under,Under,2762.75745098039,0,510.046925820373,856.846627300766,6,6,2,39.3377508528936,2,18.0744485082838,29.881958036843844,1851.83117307734,11.006266459120232,11.922719945443426,15.424048543373884,14.755865761772917,14.559456256985296,4.60918536750193,34.069905273045464,50.3895166413172,82.08414450813531,336.659340351314,0.0,3,3,3,0,5,33.0,3.0,1.0909090909090908,17.26,0.782608695652174,0.152173913043478,3079045.4,3468.60508391524,-7.114547134683313,6.776708692766944,2352.67282668428,653.655,26
40,1122,0,Under,Under,721.996590909091,1,127.042171026252,1884.42174806572,16,12,5,114.203854134479,0,-27.8673187498038,-19.78630639853299,1807.38031993659,11.006266459120186,11.922719945443426,15.424048543373836,14.755865761772911,14.559456256985312,4.49854773225311,34.06990527304548,49.1799803527933,82.0841445081355,328.578260869565,4.0,25,5,8,0,7,122.0,2.962962962962963,1.074074074074074,17.4512195121951,0.6875,0.2625,2606160.367,5674.85913784041,-33.905417110943006,-4.453294291403556,2408.92274128893,0.0,38
41,1126,0,Under,Under,305.151935483871,0,1218.74393438047,2081.08644127633,6,23,0,255.407189678649,1,-98.4609189805747,-98.32067093568185,2280.5314882226,8.972238407575665,10.8127759079946,15.581249034200846,15.691955554732194,13.290946282448717,9.05291441759544,37.860093793584085,48.9102801792314,81.79600018447469,222.053333333333,0.0,2,2,2,0,4,139.0,2.2857142857142856,1.0,37.1428571428571,0.517241379310345,0.310344827586207,2166397.8419999997,0.0,-99.51390522365664,0.0,3174.35908792853,0.0,61
42,1174,0,Under,Under,797.858333333333,0,1223.45584361682,0.0,0,0,0,561.078124227944,0,1.33333333333333,11.466666666666669,5710.30262698976,8.729085823409669,13.761699345648308,17.24464698033614,15.903065570656286,14.842765342882869,73.8009043917314,22.669617886879124,113.692561098069,61.599023549959405,2423.11826923077,0.0,0,0,0,0,0,0.0,0.0,0.0,21.6666666666667,0.0,0.25,5731226.735666666,8312.71359395924,-19.817630272664527,106.08081449381493,857.132479139122,0.0,0
43,1175,0,Under,Under,1716.45555555556,0,844.389269727219,573.095962075338,5,2,0,228.312820983417,0,-2.20004388065288,1.2840174047068875,3933.76403192628,8.729085823409681,13.761699345648324,17.244646980336157,15.903065570656292,14.842765342882853,50.840623025415,22.669617886879,78.3215420897812,61.59902354995916,1669.25925213675,0.0,0,0,0,0,0,0.0,0.0,0.0,23.3333333333333,0.142857142857143,0.142857142857143,3867257.429333333,13498.3342891031,-64.57538330679938,16.57035446520037,1191.75125861242,0.0,0
44,1180,1,Under,Local,8781.41,0,431.724725890182,621.803063557882,4,9,4,135.464877542231,0,-3.32830274482439,-78.63958289513833,705.110123072642,10.89202310369249,12.74942196165894,15.875622615870974,16.55308588639558,14.2203722843843,6.40302918197647,24.03339979077804,10.870520877723,62.98024613107206,180.570777485076,0.0,4,3,3,0,4,48.0,2.928571428571429,1.0,10.4285714285714,1.0,0.0,5194472.333,4218.54933605026,-57.59793451459752,-33.14193416708299,3106.71284940127,0.0,34
45,1181,0,Under,Under,3451.49357142857,0,831.038071280607,1236.31415318969,7,20,7,53.4873058581792,3,14.3499278806078,24.683148314066493,2733.06525962904,11.985868668828775,12.248918086329432,15.176195267839068,16.89320047280126,13.859437903984295,18.7100258799427,25.285401037145697,35.5346977225228,64.98513147876345,430.061627200971,18.181818181818183,33,8,13,0,10,89.0,1.9714285714285715,1.0285714285714285,9.2,0.772727272727273,0.106060606060606,5254529.138,5877.67110946409,45.63818463336749,85.99647436742902,3133.26630793057,0.0,244
46,1182,0,Under,Under,3063.9037962963,0,913.943381766257,870.002191862217,4,12,4,168.39359744058,7,70.7498157820213,84.51678326957257,1892.1221028201,11.9858686688288,12.248918086329484,15.176195267839116,16.893200472801297,13.859437903984368,12.9530948399603,25.2854010371458,24.6009445771311,64.98513147876356,297.734972677596,0.0,0,0,0,0,1,0.0,0.0,0.0,12.962962962963,0.619047619047619,0.0952380952380952,4512141.167,7725.94740860138,-20.076975117325,-2.038054221617916,2747.22338745304,0.0,0
47,1183,0,Under,Under,321.168571428571,0,980.121225501319,320.541427096451,5,0,0,248.307099444496,0,-16.6324405214655,-6.3301765632085045,1011.09310254995,12.777295578838126,11.296131443173955,14.223901639691997,16.790914385692083,14.428741504413322,6.86025788715823,28.30159139137707,11.8986957973629,56.22121291744958,207.162229576695,0.0,0,0,0,0,3,40.0,2.25,1.0,24.5238095238095,0.666666666666667,0.277777777777778,1987719.4,7225.26212226325,-29.812249725845344,-44.02455797779504,2365.87055107314,0.0,13
48,1184,0,Under,Under,1393.91090252101,0,1185.8378192288,1395.45103078505,12,0,0,210.877120381968,0,-31.6473362645388,-20.3490167395725,2190.03895931006,9.622128666552166,11.462783735659722,14.469979489873786,15.295094973359513,15.71982602471133,6.96906442184486,33.90253485639032,28.5445461154,68.86445526748724,360.67976315995,0.0,4,3,5,0,4,36.0,2.2413793103448274,1.0,22.8655462184874,0.889908256880734,0.0917431192660551,2077804.366,5621.96357899432,-6.729951036126106,16.865162600456994,1991.90339323625,44.694,60
49,1185,2,Local,Local,969.477959183674,0,1473.77530701023,2192.70762822967,12,21,7,135.72614376395,1,-1.67400536159691,11.023301264759994,3623.75633878158,8.940906816868013,11.498765091352563,14.523109359997132,14.972137457896649,15.998579893988868,8.7125610074583,37.315170081243885,48.2215841270715,71.27852839396151,565.349226804123,3.8461538461538463,26,5,9,0,10,64.0,1.7352941176470589,1.03921568627451,26.2808219178082,0.5546875,0.3359375,1750035.36,6092.54578569022,26.95424360633551,18.957049031714337,1630.41201270619,588.083,133
50,1186,0,Under,Under,254.370708092486,0,1477.4902432377,4441.69549622429,35,7,0,274.733446345712,1,-4.28820749591855,6.204829416327981,3902.50682638016,8.940906816868031,11.498765091352572,14.523109359997155,14.972137457896658,15.99857989398886,9.38275800803202,37.31517008124389,51.9309367522309,71.27852839396132,608.837628865979,1.851851851851852,54,8,14,0,15,50.0,1.93,1.035,28.7988422575977,0.881278538812785,0.101978691019787,1811739.033,3623.75633878158,-6.891717592213519,7.69230769230761,1291.91179032376,990.501,201
51,1197,3,Local,Under,1657.27895833333,0,410.4418685675,877.961452120918,5,6,6,88.8990456437802,2,-13.7286488650219,-5.555912795763383,1661.22476397865,11.00626645912021,11.922719945443369,15.42404854337381,14.755865761772885,14.55945625698531,4.13476832315018,34.06990527304555,45.2029937212717,82.08414450813532,302.007462314688,0.0,3,2,1,0,4,33.0,1.1956521739130437,1.065217391304348,25.2708333333333,0.767441860465116,0.0697674418604651,2844408.4,5821.01469379835,30.11969195343652,-14.384784198440428,2030.06328115293,1590.751,64
